source_url,tweet_id,output_file,overlay_text,suggested_title_1,suggested_title_2,suggested_title_3
https://x.com/juegosimple__/status/2027188282749001894?s=20,2027187872420237312,C:\Users\Giuli\OneDrive\Escritorio\Botardo\output\ready_to_upload\2027187872420237312_short.mp4,"JS - ❌ INSÓLITO ERROR
ENTRE AGUSTÍN ROSSI Y
AYRTON LUCAS. 💥 LA
DEFINICIÓN...",JS - ❌ INSÓLITO ERROR ENTRE AGUSTÍN ROSSI Y AYRTON LUCAS. 💥 LA DEFINICIÓN... #shorts #viral #t…,No te lo pierdas: JS - ❌ INSÓLITO ERROR ENTRE AGUSTÍN ROSSI Y AYRTON LUCAS. 💥 LA DEFINICIÓN...…,Mira esto: JS - ❌ INSÓLITO ERROR ENTRE AGUSTÍN ROSSI Y AYRTON LUCAS. 💥 LA DEFINICIÓN... #short…
